Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
71,0.993961,0,2.87132,-0,6.07353e-08,0,0,0,0,0,0,0.160135,0.23926,-0.0191693,0.288541,1.14853,0.258871,0.00130159,2.23428e-05,-0.000323149,0.00134129,1.13386,0,0,0,0,9.69368
72,1.03372,0,2.98854,-0,6.07716e-08,0,0,0,0,0,0,0.152925,0.23926,-0.016937,0.284461,1.19541,0.352644,0.00130369,7.11713e-05,-0.000495466,0.00139648,1.13476,0,0,0,0,9.85846
73,1.10772,0,3.20597,-0,6.08213e-08,0,0,0,0,0,0,0.147197,0.23926,-0.0140893,0.281266,1.28239,0.526588,0.00117366,0.000219963,-0.000642159,0.00135581,1.13599,0,0,0,0,9.7914
74,1.18899,0,3.44551,-0,6.08791e-08,0,0,0,0,0,0,0.142917,0.23926,-0.0107924,0.278903,1.37821,0.718226,0.000862549,0.000428502,-0.000577965,0.00112323,1.13743,0,0,0,0,8.98534
75,0.898643,0,2.59802,-0,6.07714e-08,0,0,0,0,0,0,0.803354,0.23926,0.00898886,0.838274,1.03921,0.0402303,4.60281e-05,0.000134911,-1.02387e-06,0.00014255,1.13475,0,0,0,0,3.23961
76,0.905794,0,2.61887,-0,6.07745e-08,0,0,0,0,0,0,0.816856,0.23926,0.00732925,0.851207,1.04755,0.0569083,2.97321e-05,0.000137287,1.07035e-06,0.000140473,1.13483,0,0,0,0,3.21271
77,0.912118,0,2.6372,-0,6.07754e-08,0,0,0,0,0,0,0.829395,0.23926,0.00574421,0.863235,1.05488,0.0715785,1.43447e-05,0.000139232,3.1369e-06,0.000140004,1.13485,0,0,0,0,3.20974
78,0.917656,0,2.65297,-0,6.07712e-08,0,0,0,0,0,0,0.841095,0.23926,0.00423729,0.874474,1.06119,0.0841937,2.79787e-06,0.000140655,4.74444e-06,0.000140762,1.13475,0,0,0,0,3.22463
79,0.922562,0,2.66635,-0,6.07574e-08,0,0,0,0,0,0,0.852113,0.23926,0.0027972,0.88507,1.06654,0.0948947,4.0235e-06,0.000141638,4.70016e-06,0.000141774,1.1344,0,0,0,0,3.24763
80,0.928092,0,2.6807,-0,6.07296e-08,0,0,0,0,0,0,0.862639,0.23926,0.00139669,0.895206,1.07228,0.106377,5.9991e-05,0.000138405,-2.85363e-06,0.000150875,1.13372,0,0,0,0,3.36168
81,0.90082,0,2.59558,-0,6.0618e-08,0,0,0,0,0,0,0.28957,0.23926,-0.0326788,0.377047,1.03823,0.0382796,0.00113632,-2.87146e-05,-6.11329e-05,0.00113832,1.13095,0,0,0,0,9.27365
82,0.911453,0,2.62683,-0,6.06286e-08,0,0,0,0,0,0,0.269615,0.23926,-0.0315252,0.361844,1.05073,0.0632781,0.00114079,-2.43569e-05,-7.29769e-05,0.00114338,1.13121,0,0,0,0,9.30112
83,0.922267,0,2.65862,-0,6.06393e-08,0,0,0,0,0,0,0.250939,0.23926,-0.030245,0.348038,1.06345,0.0887093,0.00114829,-1.96831e-05,-8.63848e-05,0.0011517,1.13148,0,0,0,0,9.33029
84,0.933633,0,2.69203,-0,6.06503e-08,0,0,0,0,0,0,0.233622,0.23926,-0.0288492,0.335644,1.07681,0.115439,0.00115782,-1.40098e-05,-0.000101633,0.00116236,1.13175,0,0,0,0,9.36551
85,0.945782,0,2.72776,-0,6.0662e-08,0,0,0,0,0,0,0.217725,0.23926,-0.0273529,0.32465,1.0911,0.144022,0.00116764,-6.58908e-06,-0.000118643,0.00117367,1.13204,0,0,0,0,9.40112
86,0.958677,0,2.76571,-0,6.06745e-08,0,0,0,0,0,0,0.203289,0.23926,-0.0257783,0.315018,1.10628,0.174381,0.00117649,3.08529e-06,-0.000137047,0.00118445,1.13235,0,0,0,0,9.42154
87,0.972366,0,2.80601,-0,6.06877e-08,0,0,0,0,0,0,0.190329,0.23926,-0.0241562,0.306682,1.1224,0.206623,0.00118308,1.50608e-05,-0.000156258,0.00119345,1.13268,0,0,0,0,9.43665
