"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         210,      -7.197656514,      -6.677684671,      -6.994305756,      -6.953782689,      -6.568484255,      -9.737701521
          0,           0,         211,      -7.203972939,      -6.679804505,      -6.996682702,      -6.956741372,      -6.574885686,      -9.740341691
          0,           0,         212,      -7.210058416,      -6.681955466,      -6.999095873,      -6.959654928,      -6.581057484,      -9.742993457
          0,           0,         213,      -7.215997268,      -6.684148895,      -7.001560788,      -6.962550456,      -6.587053211,      -9.745658773
          0,           0,         214,      -7.221895616,      -6.686398372,      -7.004096218,      -6.965461615,      -6.592974283,       -9.74832923
          0,           0,         215,      -7.227862576,      -6.688717979,      -7.006720562,       -6.96841113,      -6.598935214,      -9.751008367
          0,           0,         216,      -7.233846722,      -6.691128038,       -7.00944988,      -6.971437631,      -6.604902618,      -9.753689511
          0,           0,         217,      -7.239899172,      -6.693619944,       -7.01229624,      -6.974569147,      -6.610920826,      -9.756360754
          0,           0,         218,      -7.245865121,      -6.696192141,      -7.015273588,      -6.977821744,      -6.616863796,      -9.759010687
          0,           0,         219,      -7.251835681,      -6.698862266,      -7.018389636,      -6.981211365,      -6.622804024,          -9.76163
          0,           0,         220,       -7.25783811,      -6.701621971,      -7.021647503,      -6.984737141,      -6.628765583,      -9.764214043
          0,           0,         221,      -7.263841017,      -6.704466931,      -7.025048888,      -6.988392646,      -6.634723226,      -9.766758538
          0,           0,         222,      -7.269920502,      -6.707393789,      -7.028595058,      -6.992204244,      -6.640750637,      -9.769261226
          0,           0,         223,       -7.27627081,      -6.710403712,      -7.032280617,      -6.996242587,      -6.647039925,      -9.771721044
          0,           0,         224,      -7.282365794,      -6.713484303,      -7.036104787,      -7.000448899,      -6.653104478,      -9.774137343
          0,           0,         225,      -7.288270924,      -6.716628154,      -7.040054942,       -7.00478448,       -6.65900126,      -9.776510681
          0,           0,         226,      -7.294103974,      -6.719824697,       -7.04411657,       -7.00923987,      -6.664819577,      -9.778838101
          0,           0,         227,       -7.29979416,      -6.723064906,      -7.048277828,      -7.013808841,      -6.670485595,      -9.781133296
          0,           0,         228,      -7.305474763,      -6.726340807,      -7.052525671,      -7.018483141,      -6.676129347,      -9.783394522
          0,           0,         229,      -7.311294468,      -6.729647078,       -7.05684536,      -7.023271738,      -6.681902786,      -9.785625667
          0,           0,         230,      -7.317212757,      -6.732974201,      -7.061223808,      -7.028156621,      -6.687782457,      -9.787829895
          0,           0,         231,      -7.323149238,      -6.736315707,      -7.065646732,      -7.033125254,       -6.69369637,      -9.790009371
          0,           0,         232,      -7.328970576,      -6.739662149,      -7.070098191,      -7.038138617,       -6.69951542,      -9.792164958
          0,           0,         233,      -7.334670986,      -6.743006448,      -7.074561306,      -7.043176947,      -6.705228803,      -9.794298196
          0,           0,         234,      -7.340143447,      -6.746334538,      -7.079019586,       -7.04819973,      -6.710726669,      -9.796411461
          0,           0,         235,      -7.345404255,      -6.749638296,      -7.083456968,      -7.053186474,       -6.71602027,      -9.798507741
