"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         165,      -7.214111248,      -6.537406979,      -7.463064882,      -7.553518514,      -6.615011918,      -9.542006561
          0,           0,         166,      -7.220289122,      -6.540293445,      -7.471107925,      -7.564392559,      -6.621359597,      -9.541832188
          0,           0,         167,      -7.225821542,      -6.543045879,      -7.479314216,      -7.575732258,      -6.627029456,      -9.541676469
          0,           0,         168,       -7.23063638,      -6.545656897,      -7.487619917,      -7.587429116,        -6.6319366,      -9.541536353
          0,           0,         169,        -7.2346932,      -6.548124149,      -7.495949796,      -7.599336357,      -6.636034547,      -9.541409088
          0,           0,         170,      -7.237985428,      -6.550450352,      -7.504227592,      -7.611295061,      -6.639318794,       -9.54129263
          0,           0,         171,      -7.240538727,      -6.552642782,      -7.512385703,      -7.623156498,      -6.641824495,      -9.541184294
          0,           0,         172,      -7.242407961,      -6.554712911,      -7.520373184,      -7.634800719,      -6.643621196,      -9.541083071
          0,           0,         173,      -7.243671198,      -6.556675513,      -7.528160013,      -7.646150704,      -6.644803819,      -9.540987069
          0,           0,         174,      -7.244424018,      -6.558547852,      -7.535739526,       -7.65718389,      -6.645484274,      -9.540894534
          0,           0,         175,      -7.244773838,      -6.560348721,      -7.543125805,      -7.667931479,      -6.645783317,      -9.540803621
          0,           0,         176,      -7.244834358,       -6.56209784,      -7.550348469,      -7.678468899,       -6.64582338,      -9.540713417
          0,           0,         177,      -7.244720588,       -6.56381495,      -7.557445542,      -7.688899602,      -6.645722993,       -9.54062266
          0,           0,         178,      -7.244544449,      -6.565519021,      -7.564455748,      -7.699335897,      -6.645592665,      -9.540530854
          0,           0,         179,      -7.244411159,      -6.567227683,      -7.571411384,      -7.709879447,      -6.645532212,      -9.540438246
          0,           0,         180,      -7.244416118,      -6.568956603,      -7.578332748,      -7.720604765,      -6.645629014,      -9.540345471
          0,           0,         181,      -7.244642395,      -6.570719111,      -7.585225171,      -7.731547863,      -6.645956981,      -9.540253024
          0,           0,         182,      -7.245158827,       -6.57252579,       -7.59207879,      -7.742701179,      -6.646576038,      -9.540161618
          0,           0,         183,       -7.24601872,      -6.574384338,      -7.598870447,      -7.754013412,      -6.647531956,      -9.540072332
          0,           0,         184,      -7.247259154,      -6.576299486,      -7.605568634,      -7.765398361,      -6.648856433,      -9.539986599
          0,           0,         185,      -7.248900477,      -6.578273138,      -7.612138918,       -7.77674715,      -6.650566948,      -9.539905975
